page,column,type,text,bbox,fingerprint
26,6,text_line,"99'-1""","{""x1"": 925.5596313476562, ""y1"": 463.4412536621094, ""x2"": 949.7028198242188, ""y2"": 472.9859313964844}",26-141796889596
26,6,text_line,"STEEL COLUMN,","{""x1"": 735.7196655273438, ""y1"": 272.28375244140625, ""x2"": 815.4096069335938, ""y2"": 281.8251953125}",26-120400558501
26,6,text_line,REFER PLAN,"{""x1"": 735.7196655273438, ""y1"": 283.20379638671875, ""x2"": 795.6419067382812, ""y2"": 292.7452392578125}",26-547474192668
26,3,text_line,3/16,"{""x1"": 468.7198181152344, ""y1"": 345.580322265625, ""x2"": 487.1040344238281, ""y2"": 355.15191650390625}",26-711260581141
26,6,text_line,"PL1x12""x1'-0"" BASE","{""x1"": 735.7196655273438, ""y1"": 311.04437255859375, ""x2"": 825.9697265625, ""y2"": 320.58502197265625}",26-893647285498
26,6,text_line,"PLATE W/ (4) 3/4""Ø","{""x1"": 735.7196655273438, ""y1"": 321.96441650390625, ""x2"": 824.0497436523438, ""y2"": 331.50506591796875}",26-874723074779
26,6,text_line,ASTM F1554 ANCHOR,"{""x1"": 735.7147216796875, ""y1"": 332.76434326171875, ""x2"": 838.6890869140625, ""y2"": 342.30499267578125}",26-756084116961
26,6,text_line,RODS,"{""x1"": 735.7196655273438, ""y1"": 343.68438720703125, ""x2"": 763.4380493164062, ""y2"": 353.22503662109375}",26-763184952445
26,2,text_line,REFER SCHEDULE,"{""x1"": 370.1998596191406, ""y1"": 511.9028625488281, ""x2"": 457.3185119628906, ""y2"": 521.4711303710938}",26-872410980539
26,6,text_line,"#4x2'-0""","{""x1"": 878.5196533203125, ""y1"": 344.40435791015625, ""x2"": 912.8638305664062, ""y2"": 353.94500732421875}",26-628393585453
26,6,text_line,(8) TOTAL @ EA FTG,"{""x1"": 878.5196533203125, ""y1"": 355.32440185546875, ""x2"": 972.93603515625, ""y2"": 364.86505126953125}",26-133897598289
26,5,text_line,REFER SCHEDULE,"{""x1"": 592.5597534179688, ""y1"": 638.2333984375, ""x2"": 678.0639038085938, ""y2"": 647.685302734375}",26-872410980539
26,6,text_line,VARIES,"{""x1"": 900.3126831054688, ""y1"": 412.255859375, ""x2"": 909.7645874023438, ""y2"": 446.6405029296875}",26-830864185827
26,6,text_line,REFER SCHEDULE,"{""x1"": 900.3126831054688, ""y1"": 491.695556640625, ""x2"": 909.7645874023438, ""y2"": 577.200439453125}",26-872410980539
26,6,text_line,"1'-0""","{""x1"": 709.6327514648438, ""y1"": 489.0050354003906, ""x2"": 719.0846557617188, ""y2"": 507.8404541015625}",26-309429073204
26,9,text_line,"1'-0""","{""x1"": 1310.1595458984375, ""y1"": 291.193603515625, ""x2"": 1328.994873046875, ""y2"": 300.6455383300781}",26-309429073204
26,8,text_line,"6""","{""x1"": 1261.199462890625, ""y1"": 291.193603515625, ""x2"": 1269.8349609375, ""y2"": 300.6455383300781}",26-197851116994
26,12,text_line,T.O. CURB,"{""x1"": 1582.91943359375, ""y1"": 362.0399169921875, ""x2"": 1631.2840576171875, ""y2"": 371.5862731933594}",26-537233498376
26,12,text_line,"100'-0""","{""x1"": 1582.91943359375, ""y1"": 372.9599609375, ""x2"": 1612.346923828125, ""y2"": 382.5063171386719}",26-277403498829
26,7,text_line,ADD'L #4 BARS,"{""x1"": 1125.8394775390625, ""y1"": 327.3431091308594, ""x2"": 1194.9625244140625, ""y2"": 336.9111328125}",26-136249219774
26,8,text_line,"3"" CLR TYP","{""x1"": 1192.6795654296875, ""y1"": 496.3935546875, ""x2"": 1243.384521484375, ""y2"": 505.8454895019531}",26-87010365102
26,7,text_line,"1'-4""","{""x1"": 1165.632568359375, ""y1"": 411.0050354003906, ""x2"": 1175.08447265625, ""y2"": 429.8404541015625}",26-650426659657
26,9,text_line,"2'-0""","{""x1"": 1310.1595458984375, ""y1"": 514.3935546875, ""x2"": 1328.994873046875, ""y2"": 523.845458984375}",26-588808215855
26,12,text_line,REFER PLAN,"{""x1"": 1573.679443359375, ""y1"": 387.2267761230469, ""x2"": 1633.5947265625, ""y2"": 396.79010009765625}",26-547474192668
26,3,text_line,ADD'L #4 BARS,"{""x1"": 440.2748107910156, ""y1"": 1180.786376953125, ""x2"": 509.3915710449219, ""y2"": 1190.349609375}",26-136249219774
26,3,text_line,"1'-4""","{""x1"": 470.59283447265625, ""y1"": 1109.4046630859375, ""x2"": 480.0447692871094, ""y2"": 1128.240234375}",26-650426659657
26,5,text_line,"2'-0""","{""x1"": 614.8797607421875, ""y1"": 1198.033203125, ""x2"": 633.715087890625, ""y2"": 1207.485107421875}",26-588808215855
26,6,text_line,"#4 @ 12"" O.C.","{""x1"": 772.919677734375, ""y1"": 1190.8668212890625, ""x2"": 834.6068115234375, ""y2"": 1200.4296875}",26-671379366022
26,6,text_line,CONCRETE SLAB-ON-GRADE,"{""x1"": 756.7196655273438, ""y1"": 977.1648559570312, ""x2"": 895.088623046875, ""y2"": 986.70458984375}",26-962954869244
26,6,text_line,REFER PLAN,"{""x1"": 756.7196655273438, ""y1"": 988.0848999023438, ""x2"": 816.6392822265625, ""y2"": 997.6246337890625}",26-547474192668
26,6,text_line,COLUMN BASE PLATE AND ANCHOR ROD NOTES:,"{""x1"": 845.879638671875, ""y1"": 94.52958679199219, ""x2"": 1081.1326904296875, ""y2"": 104.07545471191406}",26-475384728344
26,6,text_line,"1. ALL BASE PLATES ARE ASTM A36, U.N.O.","{""x1"": 845.879638671875, ""y1"": 118.20046997070312, ""x2"": 1053.608642578125, ""y2"": 127.74633026123047}",26-317216046610
26,6,text_line,"2. BOTTOM OF BASE PLATE ELEVATION = 99'-3"", U.N.O.","{""x1"": 845.879638671875, ""y1"": 129.12051391601562, ""x2"": 1107.369140625, ""y2"": 138.66636657714844}",26-444259418067
26,6,text_line,"3. ALL ANCHOR RODS SHALL CONFORM TO ASTM F1554, GRADE 36, U.N.O.","{""x1"": 845.879638671875, ""y1"": 140.04043579101562, ""x2"": 1202.0484619140625, ""y2"": 149.58628845214844}",26-267396310712
26,6,text_line,4. PROVIDE A NUT AND STANDARD WASHER TACK WELDED TO THE,"{""x1"": 845.879638671875, ""y1"": 150.84048461914062, ""x2"": 1173.4886474609375, ""y2"": 160.38633728027344}",26-274927008108
26,6,text_line,ANCHOR ROD AT THE EMBEDDED END AND LEVELING NUT AT THE TOP.,"{""x1"": 863.8746337890625, ""y1"": 161.76040649414062, ""x2"": 1206.84912109375, ""y2"": 171.30625915527344}",26-619166650357
26,6,text_line,LENGTH OF ANCHOR ROD SHOWN ON THE DETAILS IS THE TOP OF,"{""x1"": 863.879638671875, ""y1"": 172.56045532226562, ""x2"": 1181.5286865234375, ""y2"": 182.10630798339844}",26-199826258704
26,6,text_line,PILASTER OR TOP OF FOOTING TO THE EMBEDDED WASHER. THE,"{""x1"": 863.879638671875, ""y1"": 183.48049926757812, ""x2"": 1177.80859375, ""y2"": 193.02635192871094}",26-627713996881
26,6,text_line,"PROJECTION LENGTH SHALL ECOMPASS ANY GROUT BED, THE BASE","{""x1"": 863.879638671875, ""y1"": 194.40042114257812, ""x2"": 1193.529052734375, ""y2"": 203.94627380371094}",26-227725426065
26,6,text_line,"PL, NUT, WASHER, AND A THREAD RUN-OUT OF A MINIMUM OF 2 FULL","{""x1"": 863.879638671875, ""y1"": 205.20046997070312, ""x2"": 1194.1295166015625, ""y2"": 214.74632263183594}",26-972273722365
26,6,text_line,THREADS. TOTAL LENGTH SHALL BE DETERMINED BY THE,"{""x1"": 863.879638671875, ""y1"": 216.12051391601562, ""x2"": 1140.4888916015625, ""y2"": 225.66636657714844}",26-43131013976
26,6,text_line,CONTRACTOR.,"{""x1"": 863.879638671875, ""y1"": 227.04043579101562, ""x2"": 936.8489990234375, ""y2"": 236.58628845214844}",26-40821564291
26,6,text_line,"5. PROVIDE 3/8""x2""x0'-2"" PLATE WASHERS WITH STANDARD SIZED HOLES","{""x1"": 845.879638671875, ""y1"": 237.84048461914062, ""x2"": 1198.0888671875, ""y2"": 247.38633728027344}",26-975499225461
26,6,text_line,"AT ALL COLUMNS.  WELD TO BASE PLATE WITH 1/4"" FILLET WELD ON 3","{""x1"": 863.8746337890625, ""y1"": 248.76040649414062, ""x2"": 1196.76904296875, ""y2"": 258.3062744140625}",26-263826085459
26,6,text_line,SIDES MINIMUM.,"{""x1"": 863.879638671875, ""y1"": 259.5604553222656, ""x2"": 940.5690307617188, ""y2"": 269.1063232421875}",26-678933157447
26,16,text_line,CEC CORPORATION,"{""x1"": 2376.920654296875, ""y1"": 103.41051483154297, ""x2"": 2383.436279296875, ""y2"": 167.16064453125}",26-682416347767
26,16,text_line,WWW.CONNECTCEC.COM,"{""x1"": 2384.480712890625, ""y1"": 92.84595489501953, ""x2"": 2390.996337890625, ""y2"": 177.7205810546875}",26-846587878050
26,16,text_line,OK CA#: 32  EXP.:,"{""x1"": 2391.920654296875, ""y1"": 126.5869369506836, ""x2"": 2398.436279296875, ""y2"": 181.5606689453125}",26-140721580065
26,16,text_line,-06-30,"{""x1"": 2391.920654296875, ""y1"": 89.01299285888672, ""x2"": 2398.436279296875, ""y2"": 107.7606201171875}",26-449553720982
26,1,text_line,PLOT DATE:,"{""x1"": 96.0957260131836, ""y1"": 1480.3050537109375, ""x2"": 105.67247009277344, ""y2"": 1536.0}",26-709308296785
26,16,text_line,SUBMITTAL:,"{""x1"": 2286.3349609375, ""y1"": 998.9855346679688, ""x2"": 2295.91162109375, ""y2"": 1055.04052734375}",26-999002401133
26,16,text_line,REVISION HISTORY,"{""x1"": 2290.054931640625, ""y1"": 683.3904418945312, ""x2"": 2299.631591796875, ""y2"": 773.7603759765625}",26-28959821701
26,16,text_line,DATE:,"{""x1"": 2315.85498046875, ""y1"": 1027.065185546875, ""x2"": 2325.431640625, ""y2"": 1055.2801513671875}",26-850122694592
26,16,text_line,PROJECT NO:,"{""x1"": 2328.695068359375, ""y1"": 990.7052001953125, ""x2"": 2338.271728515625, ""y2"": 1055.2801513671875}",26-307910166460
26,16,text_line,DESIGNED BY:,"{""x1"": 2341.655029296875, ""y1"": 987.5852661132812, ""x2"": 2351.231689453125, ""y2"": 1055.2801513671875}",26-181188101061
26,16,text_line,DRAWN BY:,"{""x1"": 2354.614990234375, ""y1"": 1000.7852172851562, ""x2"": 2364.191650390625, ""y2"": 1055.2801513671875}",26-394154063924
26,16,text_line,APPROVED BY:,"{""x1"": 2367.574951171875, ""y1"": 983.38525390625, ""x2"": 2377.151611328125, ""y2"": 1054.5648193359375}",26-264974705707
26,16,text_line,SCALE:,"{""x1"": 2397.93505859375, ""y1"": 1021.0652465820312, ""x2"": 2407.51171875, ""y2"": 1055.0401611328125}",26-453555507431
26,16,text_line,SHEET,"{""x1"": 2327.759033203125, ""y1"": 1500.7066650390625, ""x2"": 2359.61767578125, ""y2"": 1510.26953125}",26-735744582390
26,16,text_line,AS INDICATED,"{""x1"": 2397.934814453125, ""y1"": 908.2254028320312, ""x2"": 2407.511474609375, ""y2"": 974.7652587890625}",26-766301195641
26,16,text_line,SHEET NAME,"{""x1"": 2311.198974609375, ""y1"": 1424.2667236328125, ""x2"": 2373.3505859375, ""y2"": 1433.82958984375}",26-665348990349
26,16,text_line,2026,"{""x1"": 2392.16064453125, ""y1"": 109.89299774169922, ""x2"": 2398.67626953125, ""y2"": 124.2005615234375}",26-45365263865
26,16,text_line,MAINTENANCE FACILITY,"{""x1"": 2301.887939453125, ""y1"": 1125.033447265625, ""x2"": 2320.7626953125, ""y2"": 1355.7601318359375}",26-39474388802
26,16,text_line,DISTRICT 2 - BRYAN COUNTY,"{""x1"": 2336.35302734375, ""y1"": 1153.609130859375, ""x2"": 2348.883056640625, ""y2"": 1332.840087890625}",26-885290995019
26,16,text_line,OKLAHOMA DEPARTMENT OF TRANSPORTATION,"{""x1"": 2360.593017578125, ""y1"": 1092.4403076171875, ""x2"": 2373.123046875, ""y2"": 1393.800048828125}",26-419693678259
26,16,text_line,"DURANT, OKLAHOMA","{""x1"": 2384.952880859375, ""y1"": 1178.0950927734375, ""x2"": 2397.48291015625, ""y2"": 1308.2401123046875}",26-84141052759
26,1,text_line,8/8/2025 11:59:03 AM,"{""x1"": 95.593017578125, ""y1"": 1384.1268310546875, ""x2"": 105.04493713378906, ""y2"": 1476.7200927734375}",26-299949056428
26,16,text_line,HS3.0,"{""x1"": 2307.839111328125, ""y1"": 1516.8363037109375, ""x2"": 2377.0888671875, ""y2"": 1541.7315673828125}",26-980845572374
26,16,text_line,240622,"{""x1"": 2328.81494140625, ""y1"": 944.4904174804688, ""x2"": 2338.3916015625, ""y2"": 976.0802612304688}",26-758019377760
26,16,text_line,08/08/2025,"{""x1"": 2315.85498046875, ""y1"": 928.4105834960938, ""x2"": 2325.431640625, ""y2"": 975.7202758789062}",26-877921342706
26,16,text_line,CLS,"{""x1"": 2341.655029296875, ""y1"": 956.750244140625, ""x2"": 2351.231689453125, ""y2"": 975.2402954101562}",26-45574003992
26,16,text_line,AH,"{""x1"": 2354.614990234375, ""y1"": 961.9849853515625, ""x2"": 2364.191650390625, ""y2"": 975.2449951171875}",26-749454232243
26,16,text_line,CLS,"{""x1"": 2367.574951171875, ""y1"": 956.8702392578125, ""x2"": 2377.151611328125, ""y2"": 975.3602905273438}",26-45574003992
26,16,text_line,CONSTRUCTION,"{""x1"": 2288.159912109375, ""y1"": 899.2332763671875, ""x2"": 2297.70458984375, ""y2"": 976.3202514648438}",26-505237870975
26,16,text_line,DOCUMENTS,"{""x1"": 2299.079833984375, ""y1"": 914.3978881835938, ""x2"": 2308.62451171875, ""y2"": 976.3202514648438}",26-981437174190
26,16,text_line,HOPPER RACK,"{""x1"": 2296.43896484375, ""y1"": 1437.06005859375, ""x2"": 2387.833740234375, ""y2"": 1449.6080322265625}",26-515402713819
26,16,text_line,DESIGN CRITERIA &,"{""x1"": 2280.8388671875, ""y1"": 1451.0999755859375, ""x2"": 2403.19287109375, ""y2"": 1463.64794921875}",26-81126382904
26,16,text_line,FOUNDATION,"{""x1"": 2300.7587890625, ""y1"": 1465.260009765625, ""x2"": 2383.602294921875, ""y2"": 1477.8079833984375}",26-632633593154
26,16,text_line,DETAILS,"{""x1"": 2315.878662109375, ""y1"": 1479.300048828125, ""x2"": 2368.273681640625, ""y2"": 1491.8480224609375}",26-868581619600
26,4,text_line,"SCALE : 1"" = 1'-0""","{""x1"": 503.1597900390625, ""y1"": 723.4669799804688, ""x2"": 580.340087890625, ""y2"": 733.1497802734375}",26-710708476606
26,6,text_line,1/ HS1.0,"{""x1"": 796.9192504882812, ""y1"": 723.5869750976562, ""x2"": 833.8936767578125, ""y2"": 733.1497802734375}",26-990283321800
26,3,text_line,1,"{""x1"": 468.11981201171875, ""y1"": 712.4904174804688, ""x2"": 478.6133117675781, ""y2"": 731.3635864257812}",26-108975176453
26,5,text_line,TYPICAL SPREAD FOOTING DETAIL,"{""x1"": 500.9997863769531, ""y1"": 701.80908203125, ""x2"": 825.6548461914062, ""y2"": 720.6839599609375}",26-544859430223
26,8,text_line,"SCALE : 1"" = 1'-0""","{""x1"": 1205.8795166015625, ""y1"": 723.4669799804688, ""x2"": 1282.9398193359375, ""y2"": 733.1497802734375}",26-710708476606
26,11,text_line,1/ HS1.0,"{""x1"": 1499.638916015625, ""y1"": 723.5869750976562, ""x2"": 1536.6136474609375, ""y2"": 733.1497802734375}",26-990283321800
26,7,text_line,2,"{""x1"": 1170.719482421875, ""y1"": 712.4904174804688, ""x2"": 1181.2130126953125, ""y2"": 731.3635864257812}",26-153041617663
26,10,text_line,PERIMETER FOUNDATION DETAIL,"{""x1"": 1203.719482421875, ""y1"": 701.81005859375, ""x2"": 1515.772216796875, ""y2"": 720.6837158203125}",26-27016659813
26,5,text_line,"SCALE : 1"" = 1'-0""","{""x1"": 548.1597290039062, ""y1"": 1400.9866943359375, ""x2"": 625.340087890625, ""y2"": 1410.6695556640625}",26-710708476606
26,6,text_line,1/ HS1.0,"{""x1"": 841.919189453125, ""y1"": 1401.106689453125, ""x2"": 878.8936767578125, ""y2"": 1410.6695556640625}",26-990283321800
26,4,text_line,3,"{""x1"": 513.1197509765625, ""y1"": 1389.89013671875, ""x2"": 523.6132202148438, ""y2"": 1408.7633056640625}",26-689000603333
26,5,text_line,THICKENED SLAB DETAIL,"{""x1"": 545.999755859375, ""y1"": 1379.330810546875, ""x2"": 780.0524291992188, ""y2"": 1398.2030029296875}",26-433903583645
26,16,text_line,NO.,"{""x1"": 2312.262939453125, ""y1"": 838.0031127929688, ""x2"": 2322.037353515625, ""y2"": 854.8803100585938}",26-793410341843
26,16,text_line,DESCRIPTION,"{""x1"": 2312.262939453125, ""y1"": 763.343505859375, ""x2"": 2322.037353515625, ""y2"": 827.88037109375}",26-189971782132
26,16,text_line,DATE,"{""x1"": 2312.262939453125, ""y1"": 603.681396484375, ""x2"": 2322.037353515625, ""y2"": 629.5208129882812}",26-362835681176
26,16,text_line,08-08-2025,"{""x1"": 2321.471923828125, ""y1"": 500.4169616699219, ""x2"": 2372.331298828125, ""y2"": 514.9369506835938}",26-832186543801
27,2,text_line,"17'-6 1/2""","{""x1"": 720.959716796875, ""y1"": 139.87367248535156, ""x2"": 760.6749877929688, ""y2"": 149.32557678222656}",27-941364651048
27,2,text_line,"1 1/2""","{""x1"": 394.4398498535156, ""y1"": 157.87367248535156, ""x2"": 418.79522705078125, ""y2"": 167.32557678222656}",27-332908974069
27,2,text_line,"8'-7 11/16""","{""x1"": 562.7997436523438, ""y1"": 157.87367248535156, ""x2"": 607.6749877929688, ""y2"": 167.32557678222656}",27-679995785693
27,4,text_line,"8'-7 13/16""","{""x1"": 873.9596557617188, ""y1"": 157.87367248535156, ""x2"": 918.8348999023438, ""y2"": 167.32557678222656}",27-798871198085
27,5,text_line,"1 1/2""","{""x1"": 1063.3194580078125, ""y1"": 157.87367248535156, ""x2"": 1087.67529296875, ""y2"": 167.32557678222656}",27-332908974069
27,2,text_line,"4'-4""","{""x1"": 497.3997802734375, ""y1"": 372.3135986328125, ""x2"": 516.2351684570312, ""y2"": 381.7655334472656}",27-57841537860
27,2,text_line,"4'-4""","{""x1"": 653.27978515625, ""y1"": 372.3135986328125, ""x2"": 672.1150512695312, ""y2"": 381.7655334472656}",27-57841537860
27,3,text_line,"4'-4""","{""x1"": 809.2796630859375, ""y1"": 372.3135986328125, ""x2"": 828.114990234375, ""y2"": 381.7655334472656}",27-57841537860
27,4,text_line,"4'-4""","{""x1"": 965.1595458984375, ""y1"": 372.3135986328125, ""x2"": 983.994873046875, ""y2"": 381.7655334472656}",27-57841537860
27,3,text_line,"2'-6""","{""x1"": 805.03271484375, ""y1"": 265.5650939941406, ""x2"": 814.484619140625, ""y2"": 284.4005126953125}",27-431516875528
27,2,text_line,"HSS3X3X1/4,","{""x1"": 279.8398742675781, ""y1"": 196.20668029785156, ""x2"": 338.1678161621094, ""y2"": 205.74456787109375}",27-274464809948
27,2,text_line,TYP,"{""x1"": 279.8398742675781, ""y1"": 207.12672424316406, ""x2"": 298.1930847167969, ""y2"": 216.66461181640625}",27-695774593974
27,2,text_line,"METAL GRATING,","{""x1"": 279.8398742675781, ""y1"": 343.5645446777344, ""x2"": 360.4892883300781, ""y2"": 353.1050109863281}",27-627762469097
27,2,text_line,REFER PLAN NOTE #3,"{""x1"": 279.8398742675781, ""y1"": 354.4845886230469, ""x2"": 382.2187194824219, ""y2"": 364.0250549316406}",27-52522831373
27,2,text_line,HSS3X3X1/4 COL.,"{""x1"": 279.8398742675781, ""y1"": 301.9254455566406, ""x2"": 360.48846435546875, ""y2"": 311.4647216796875}",27-645631630179
27,2,text_line,"BELOW, TYP","{""x1"": 279.8398742675781, ""y1"": 312.8454895019531, ""x2"": 338.2748107910156, ""y2"": 322.384765625}",27-533515144871
27,2,text_line,"HANDRAIL,","{""x1"": 635.759765625, ""y1"": 196.20559692382812, ""x2"": 686.5285034179688, ""y2"": 205.744873046875}",27-359959585465
27,2,text_line,REFER 2/HS4.0,"{""x1"": 635.759765625, ""y1"": 207.12564086914062, ""x2"": 705.1373291015625, ""y2"": 216.6649169921875}",27-146883303981
27,6,text_line,STEEL SHIPS LADDER W/,"{""x1"": 1115.759521484375, ""y1"": 189.60012817382812, ""x2"": 1235.6473388671875, ""y2"": 199.14645385742188}",27-711047480358
27,6,text_line,MC8X8.5 STRINGERS &,"{""x1"": 1115.759521484375, ""y1"": 200.52005004882812, ""x2"": 1225.2076416015625, ""y2"": 210.06637573242188}",27-287256541347
27,6,text_line,GRATING TREAD RISERS,"{""x1"": 1115.759521484375, ""y1"": 211.32009887695312, ""x2"": 1232.27392578125, ""y2"": 220.86642456054688}",27-152168358052
27,6,text_line,PLAN NOTES:,"{""x1"": 1271.51953125, ""y1"": 223.40982055664062, ""x2"": 1336.1336669921875, ""y2"": 232.95545959472656}",27-243906306291
27,6,text_line,1. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED,"{""x1"": 1271.51953125, ""y1"": 236.28060913085938, ""x2"": 1529.6529541015625, ""y2"": 245.82623291015625}",27-936906801641
27,6,text_line,UNLESS GALVANIZED. AN EXTERIOR REPAIR PAINT OR,"{""x1"": 1289.51953125, ""y1"": 247.08065795898438, ""x2"": 1548.8487548828125, ""y2"": 256.62628173828125}",27-769801733348
27,6,text_line,COLD GALVANIZING (IF APPLICABLE) SHALL BE APPLIED,"{""x1"": 1289.51953125, ""y1"": 258.0005798339844, ""x2"": 1554.2484130859375, ""y2"": 267.54620361328125}",27-608985823601
27,6,text_line,TO ALL WELDED MEMBERS INCLUDING WELD,"{""x1"": 1289.51953125, ""y1"": 268.9205017089844, ""x2"": 1505.5289306640625, ""y2"": 278.46612548828125}",27-578659398434
27,6,text_line,MATERIALS AFTER WELDING OPERATIONS ARE,"{""x1"": 1289.51953125, ""y1"": 279.7205505371094, ""x2"": 1515.00927734375, ""y2"": 289.26617431640625}",27-899742052974
27,6,text_line,COMPLETED.,"{""x1"": 1289.51953125, ""y1"": 290.6404724121094, ""x2"": 1351.8094482421875, ""y2"": 300.18609619140625}",27-586544284229
27,6,text_line,2. PLUG ANY HOLES IN STEEL MEMBERS WITH,"{""x1"": 1271.51953125, ""y1"": 301.4405212402344, ""x2"": 1498.5689697265625, ""y2"": 310.98614501953125}",27-289971824581
27,6,text_line,PERMANENT MATERIALS.,"{""x1"": 1289.51953125, ""y1"": 312.3605651855469, ""x2"": 1408.9295654296875, ""y2"": 321.90618896484375}",27-875712644898
27,6,text_line,3. GRATING FOR THE ELEVATED SURFACE OF THE,"{""x1"": 1271.51953125, ""y1"": 323.1604919433594, ""x2"": 1518.849365234375, ""y2"": 332.70611572265625}",27-418228721695
27,6,text_line,CATWALK SHALL BE A MINIMUM OF 6.25# EXPANDED,"{""x1"": 1289.51953125, ""y1"": 334.0805358886719, ""x2"": 1538.6485595703125, ""y2"": 343.62615966796875}",27-68351821478
27,6,text_line,CARBON STEEL METAL GRATING CAPABLE OF,"{""x1"": 1289.51953125, ""y1"": 345.0004577636719, ""x2"": 1509.2490234375, ""y2"": 354.54608154296875}",27-45920719431
27,6,text_line,SUPPORTING MIN 40 PSF WITH MAX DEFLECTION OF,"{""x1"": 1289.51953125, ""y1"": 355.8005065917969, ""x2"": 1539.00830078125, ""y2"": 365.34613037109375}",27-13678489997
27,6,text_line,"0.1"" OR A CONCENTRATED LOAD AT MID SPAN OF 300","{""x1"": 1289.51953125, ""y1"": 366.7205505371094, ""x2"": 1543.6884765625, ""y2"": 376.26617431640625}",27-295246994460
27,6,text_line,"LBS WITH A MAX DEFLECTION OF 0.25"".","{""x1"": 1289.51953125, ""y1"": 377.5204772949219, ""x2"": 1472.888671875, ""y2"": 387.06610107421875}",27-759177525354
27,2,text_line,3/16,"{""x1"": 473.2798156738281, ""y1"": 351.107177734375, ""x2"": 491.6543273925781, ""y2"": 360.66998291015625}",27-711260581141
27,2,text_line,TYP,"{""x1"": 436.079833984375, ""y1"": 341.2672119140625, ""x2"": 454.431396484375, ""y2"": 350.83001708984375}",27-695774593974
27,2,text_line,℄HANDRAIL POSTS,"{""x1"": 279.8398742675781, ""y1"": 372.6614074707031, ""x2"": 371.27862548828125, ""y2"": 384.18463134765625}",27-195805032274
27,2,text_line,& HORIZ. FRAME,"{""x1"": 279.8398742675781, ""y1"": 385.8056335449219, ""x2"": 359.89019775390625, ""y2"": 395.34466552734375}",27-668902968120
27,2,text_line,SUPPORTS,"{""x1"": 279.8398742675781, ""y1"": 396.7256774902344, ""x2"": 332.5186462402344, ""y2"": 406.26470947265625}",27-472043436404
27,2,text_line,℄CATWALK COLUMNS,"{""x1"": 279.8398742675781, ""y1"": 158.22572326660156, ""x2"": 385.0745849609375, ""y2"": 169.74391174316406}",27-653606873632
27,2,text_line,3,"{""x1"": 296.2798767089844, ""y1"": 249.34048461914062, ""x2"": 304.05072021484375, ""y2"": 263.3769226074219}",27-689000603333
27,2,text_line,HS4.0,"{""x1"": 287.0398864746094, ""y1"": 267.34716796875, ""x2"": 313.57440185546875, ""y2"": 276.90997314453125}",27-556968953609
27,2,text_line,________,"{""x1"": 281.035888671875, ""y1"": 254.24525451660156, ""x2"": 319.34100341796875, ""y2"": 263.3743591308594}",27-875704915100
27,2,text_line,2,"{""x1"": 728.15966796875, ""y1"": 406.7803039550781, ""x2"": 735.9304809570312, ""y2"": 420.8167419433594}",27-153041617663
27,2,text_line,HS4.0,"{""x1"": 718.919677734375, ""y1"": 424.787109375, ""x2"": 745.4541625976562, ""y2"": 434.34991455078125}",27-556968953609
27,2,text_line,________,"{""x1"": 712.9157104492188, ""y1"": 411.6852111816406, ""x2"": 751.2208251953125, ""y2"": 420.8143005371094}",27-875704915100
27,4,text_line,HSS2X2X1/4,"{""x1"": 884.399658203125, ""y1"": 188.14720153808594, ""x2"": 940.0940551757812, ""y2"": 197.7100372314453}",27-365308929527
27,2,text_line,"17'-6""","{""x1"": 727.19970703125, ""y1"": 524.83349609375, ""x2"": 751.1950073242188, ""y2"": 534.285400390625}",27-469414797756
27,5,text_line,"1'-0""","{""x1"": 1062.719482421875, ""y1"": 524.83349609375, ""x2"": 1081.554931640625, ""y2"": 534.285400390625}",27-309429073204
27,2,text_line,"2'-3""","{""x1"": 361.2729187011719, ""y1"": 764.2850341796875, ""x2"": 370.724853515625, ""y2"": 783.1203002929688}",27-161621158909
27,2,text_line,"3'-7""","{""x1"": 361.2729187011719, ""y1"": 659.2850341796875, ""x2"": 370.724853515625, ""y2"": 678.120361328125}",27-375781242018
27,2,text_line,"2""","{""x1"": 379.2729187011719, ""y1"": 738.4849853515625, ""x2"": 388.724853515625, ""y2"": 747.120361328125}",27-306793766684
27,2,text_line,"1'-5 5/8""","{""x1"": 379.2729187011719, ""y1"": 677.8851318359375, ""x2"": 388.724853515625, ""y2"": 712.3203735351562}",27-922946033854
27,2,text_line,"1'-5 5/8""","{""x1"": 379.2729187011719, ""y1"": 619.2052001953125, ""x2"": 388.724853515625, ""y2"": 653.640380859375}",27-922946033854
27,2,text_line,"4'-2 1/8""","{""x1"": 487.9197998046875, ""y1"": 542.83349609375, ""x2"": 522.3551025390625, ""y2"": 552.285400390625}",27-527013630570
27,2,text_line,"4'-2 1/8""","{""x1"": 643.9197387695312, ""y1"": 542.83349609375, ""x2"": 678.3549194335938, ""y2"": 552.285400390625}",27-527013630570
27,3,text_line,"4'-2 1/8""","{""x1"": 800.0396728515625, ""y1"": 542.83349609375, ""x2"": 834.474853515625, ""y2"": 552.285400390625}",27-527013630570
27,4,text_line,"4'-2 1/8""","{""x1"": 956.03955078125, ""y1"": 542.83349609375, ""x2"": 990.4747924804688, ""y2"": 552.285400390625}",27-527013630570
