global_index,page,column,visual_note_id,visual_region,is_repeated,repeated_group_id,repeated_occurrences,text_preview,text,label
1770,24,,,,no,,22,F3.5,F3.5,
1771,24,,,,no,,22,F3.5,F3.5,
1772,24,,,,no,,22,F3.5,F3.5,
1773,24,,,,no,,13,F3.0,F3.0,
1774,24,,,,no,,1,T.O. SLAB VARIES,T.O. SLAB VARIES,
1775,24,,,,yes,RN95,2,2 HS2.0 ________,"2
HS2.0
________",
1776,24,,,,no,,1,3 HS3.0 ________,"3
HS3.0
________",
1777,24,,,,yes,RN21,7,"T.O. SLAB = 100'-0""","T.O. SLAB = 100'-0""",
1778,24,,,,yes,RN21,7,"T.O. SLAB = 100'-0""","T.O. SLAB = 100'-0""",
1779,24,,,,yes,RN120,2,"APPROXIMATE LOCATION OF YARD HYDRANT, REFER CIVIL, DO NOT CUT SLAB TO INSTALL","APPROXIMATE LOCATION OF
YARD HYDRANT, REFER CIVIL,
DO NOT CUT SLAB TO INSTALL",
1780,24,,,,no,,1,"6"" CONCRETE SLAB-ON-GRADE (OWNER SPECIFIED) W/ #4 @ 12"" O.C. EA WAY @ MID DEPTH OF SLAB, OVER CRUSHED STONE, OVER NAT...","6"" CONCRETE SLAB-ON-GRADE (OWNER
SPECIFIED) W/ #4 @ 12"" O.C. EA WAY @
MID DEPTH OF SLAB, OVER CRUSHED
STONE, OVER NATIVE SOILS
COMPACTED PER GEOTECH REPORT
(OVER-EXCAVATION NOT REQUIRED AT
HOPPER)
FINISHED FLOOR ELEVATION VARIES",
1781,24,,,,no,,18,NO.,NO.,
1782,24,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1783,24,,,,yes,RN120,2,"APPROXIMATE LOCATION OF YARD HYDRANT, REFER CIVIL, DO NOT CUT SLAB TO INSTALL","APPROXIMATE LOCATION OF
YARD HYDRANT, REFER CIVIL,
DO NOT CUT SLAB TO INSTALL",
1784,24,,,,no,,1,NOTE: THIS DESIGN IS BEIGN USED FOR HOPPER RACK 1 AND HOPPER RACK 2.,"NOTE: THIS DESIGN IS BEIGN USED FOR
HOPPER RACK 1 AND HOPPER RACK 2.",
1785,24,,,,no,,1,REFER CIVIL.,REFER CIVIL.,
1786,24,,,,no,,1,"SCALE : 1/8"" = 1'-0"" 1 10-BAY HOPPER FOUNDATION PLAN","SCALE : 1/8"" = 1'-0""
1
10-BAY HOPPER FOUNDATION PLAN",
1787,24,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1788,24,,,,yes,RN57,3,FOUNDATION PLAN NOTES:,FOUNDATION PLAN NOTES:,
1789,24,,,,no,,1,HS3.0,HS3.0,
1790,24,,,,yes,RN39,3,1. REFER SHEET                 FOR DESIGN CRITERIA.,1. REFER SHEET                 FOR DESIGN CRITERIA.,
1791,24,,,,yes,RN42,3,"2. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL FINISHED FLOOR ELEVATION.","2. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL FINISHED FLOOR ELEVATION.",
1792,24,,,,yes,RN107,2,"3. AT ALL CONTINUOUS FOOTINGS, REFER FOR THE TYPICAL CORNER BAR DETAIL","3. AT ALL CONTINUOUS FOOTINGS, REFER
FOR THE TYPICAL CORNER
BAR DETAIL",
1793,24,,,,yes,RN111,2,4. REFER DETAIL                  FOR SLAB JOINTING INFORMATION.,4. REFER DETAIL                  FOR SLAB JOINTING INFORMATION.,
1794,24,,,,no,,1,5. REFER TO THE GEOTECHNICAL REPORT AND GENERAL NOTES FOR SUBGRADE PREPARATION INFORMATION.,"5. REFER TO THE GEOTECHNICAL REPORT AND GENERAL NOTES FOR
SUBGRADE PREPARATION INFORMATION.",
1795,24,,,,no,,1,6. PROVIDE BROOM FINISH TO NEW CONCRETE SLAB-ON-GRADE.,6. PROVIDE BROOM FINISH TO NEW CONCRETE SLAB-ON-GRADE.,
1796,24,,,,no,,1,"7. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED WITH 1/4"" PLATE, U.N.O.","7. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED WITH 1/4"" PLATE, U.N.O.",
1797,24,,,,no,,1,8. PLUG ANY HOLES IN STEEL MEMBERS WITH PERMANENT MATERIALS.,8. PLUG ANY HOLES IN STEEL MEMBERS WITH PERMANENT MATERIALS.,
1798,24,,,,no,,1,9. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED UNLESS GALVANIZED. A REPAIR PAINT SHALL BE APPLIED TO CONNECTIONS AFTER...,"9. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED UNLESS GALVANIZED. A
REPAIR PAINT SHALL BE APPLIED TO CONNECTIONS AFTER WELDING
OPERATIONS ARE COMPLETED.",
1799,24,,,,yes,RN173,2,SPREAD FOOTING SCHEDULE,SPREAD FOOTING SCHEDULE,
1800,24,,,,no,,6,/,/,
1801,24,,,,no,,2,3 S3.0,3 S3.0,
1802,24,,,,no,,1,"MARK Type REINFORCING REMARKS Count F3.0 3'-0"" x 3'-0"" x 2'-0"" (4) PAIRS #6 U-SHAPED STIRRUPS EA WAY 13 F3.5 3'-6"" x ...","MARK
Type
REINFORCING
REMARKS
Count
F3.0
3'-0"" x 3'-0"" x 2'-0""
(4) PAIRS #6 U-SHAPED STIRRUPS EA WAY
13
F3.5
3'-6"" x 3'-6"" x 2'-0""
(5) PAIRS #6 U-SHAPED STIRRUPS EA WAY
20",
1803,24,,,,no,,6,/,/,
1804,24,,,,no,,1,1 S3.0,1 S3.0,
1805,24,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1806,24,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1807,24,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
1808,24,,,,yes,RN51,3,CLS AH CLS,"CLS
AH
CLS",
1809,24,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1810,24,,,,no,,19,SCALE:,SCALE:,
1811,24,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1812,24,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1813,24,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
1814,24,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
1815,24,,,,no,,1,8/8/2025 11:59,8/8/2025 11:59,
1816,24,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1817,24,,,,no,,1,HOPPER RACK FOUNDATION PLAN,"HOPPER RACK
FOUNDATION PLAN",
1818,24,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1819,24,,,,no,,1,SHEET HS1.0,"SHEET
HS1.0",
1820,25,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1821,25,,,,yes,RN20,7,-06-30 WWW.CONNECTCEC.COM CEC CORPORATION 2026,"-06-30
WWW.CONNECTCEC.COM
CEC CORPORATION
2026",
1822,25,,,,no,,2,1 2 3 4 5,"1
2
3
4
5",
1823,25,,,,no,,1,6 7,"6
7",
1824,25,,,,no,,1,8 9 10 11,"8
9
10
11",
1825,25,,,,no,,1,"12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6"" 12'-6""","12'-6""
12'-6""
12'-6""
12'-6""
12'-6""
12'-6""
12'-6""
12'-6""
12'-6""
12'-6""",
1826,25,,,,no,,1,TYPICAL FRAMING EACH BAY,"TYPICAL FRAMING
EACH BAY",
1827,25,,,,yes,RN150,2,HSS4X4X3/8 (LO),"HSS4X4X3/8
(LO)",
1828,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1829,25,,,,no,,1,(HI),(HI),
1830,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1831,25,,,,no,,3,(LO),(LO),
1832,25,,,,no,,1,(LO) HSS4X4X3/8,"(LO)
HSS4X4X3/8",
1833,25,,,,no,,6,A,A,
1834,25,,,,no,,1,"4'-6"" 12'-6""","4'-6""
12'-6""",
1835,25,,,,yes,RN150,2,HSS4X4X3/8 (LO),HSS4X4X3/8 (LO),
1836,25,,,,no,,3,B,B,
1837,25,,,,no,,2,(LO) (HI),"(LO)
(HI)",
1838,25,,,,no,,2,(LO) (HI),"(LO)
(HI)",
1839,25,,,,no,,3,(LO),(LO),
1840,25,,,,no,,3,(LO),(LO),
1841,25,,,,yes,RN63,3,HSS4X4X3/8 HSS4X4X3/8,"HSS4X4X3/8
HSS4X4X3/8",
1842,25,,,,yes,RN63,3,HSS4X4X3/8 HSS4X4X3/8,"HSS4X4X3/8
HSS4X4X3/8",
1843,25,,,,no,,1,"17'-0""","17'-0""",
1844,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1845,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1846,25,,,,no,,1,3 HS2.0 ________,"3
HS2.0
________",
1847,25,,,,no,,2,C,C,
1848,25,,,,no,,1,(HI) (LO),"(HI)
(LO)",
1849,25,,,,yes,RN63,3,HSS4X4X3/8 HSS4X4X3/8,"HSS4X4X3/8
HSS4X4X3/8",
1850,25,,,,no,,1,"CHAIN LOCATIONS, TYP EA BAY, REFER","CHAIN LOCATIONS,
TYP EA BAY,
REFER",
1851,25,,,,yes,RN15,10,8/8/2025,8/8/2025,
1852,25,,,,no,,6,/,/,
1853,25,,,,no,,1,3 HS2.0,3 HS2.0,
1854,25,,,,yes,RN95,2,2 HS2.0 ________,"2
HS2.0
________",
1855,25,,,,no,,1,"SCALE : 1/8"" = 1'-0"" 1 10-BAY HOPPER FRAMING PLAN","SCALE : 1/8"" = 1'-0""
1
10-BAY HOPPER FRAMING PLAN",
1856,25,,,,no,,18,NO.,NO.,
1857,25,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1858,25,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1859,25,,,,no,,1,1 2 CL CL,"1
2
CL
CL",
1860,25,,,,no,,1,C B A,"C
B
A",
1861,25,,,,no,,2,CL,CL,
1862,25,,,,no,,1,"12'-6""","12'-6""",
1863,25,,,,no,,1,"9'-3"" 3'-3"" 4'-6""","9'-3""
3'-3""
4'-6""",
1864,25,,,,no,,1,"REFER ARCH'L FOR FASCIA TRIM, EA END","REFER ARCH'L
FOR FASCIA TRIM,
EA END",
1865,25,,,,no,,1,"2'-0"" 6'-0"" 4'-6""","2'-0""
6'-0""
4'-6""",
1866,25,,,,no,,1,"1000S162-54 (50 KSI) @ 24"" O.C. W/ WEB STIFFENERS @ EA SUPPORT.","1000S162-54 (50 KSI) @ 24"" O.C. W/
WEB STIFFENERS @ EA SUPPORT.",
1867,25,,,,no,,1,"PROVIDE MIN (2) @13 TEK SCREWS @ EA SUPPORT IN JOIST & IN WEB STIFFENER, (#5 POINT REQ'D FOR PENETRATION OF BASE META...","PROVIDE MIN (2) @13 TEK SCREWS @
EA SUPPORT IN JOIST & IN WEB
STIFFENER, (#5 POINT REQ'D FOR
PENETRATION OF BASE METAL)
MEMBERS SHALL BE UNPUNCHED",
1868,25,,,,no,,1,"1.5"" TYPE B, 24 GA METAL ROOF DECK W/ 36/4/1 ATTACHMENTS, REFER /","1.5"" TYPE B, 24 GA METAL
ROOF DECK W/ 36/4/1
ATTACHMENTS, REFER
/",
1869,25,,,,no,,1,7 S3.0,7 S3.0,
1870,25,,,,no,,1,"115'-10""","115'-10""",
1871,25,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1872,25,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1873,25,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
1874,25,,,,no,,2,"114'-5""","114'-5""",
1875,25,,,,no,,2,"114'-5""","114'-5""",
1876,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1877,25,,,,yes,RN51,3,CLS AH CLS,"CLS
AH
CLS",
1878,25,,,,yes,RN62,3,HSS2X2X1/4,HSS2X2X1/4,
1879,25,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1880,25,,,,no,,2,"112'-3""","112'-3""",
1881,25,,,,no,,2,"112'-3""","112'-3""",
1882,25,,,,yes,RN22,6,HSS4X4X3/8,HSS4X4X3/8,
1883,25,,,,no,,19,SCALE:,SCALE:,
1884,25,,,,no,,1,"3/8""x10'-0"" CHAIN AND HOOKS PROVIDED BY CONTRACTOR (PER OWNER). PROVIDE (4) CHAINS PER BAY","3/8""x10'-0"" CHAIN AND HOOKS
PROVIDED BY CONTRACTOR (PER
OWNER). PROVIDE (4) CHAINS PER
BAY",
1885,25,,,,yes,RN166,2,REFER SHEET HS4.0 FOR CATWALK INFORMATION,"REFER SHEET HS4.0 FOR
CATWALK INFORMATION",
1886,25,,,,no,,8,3/16 TYP,"3/16
TYP",
1887,25,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1888,25,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1889,25,,,,yes,RN64,3,HSS6X6X1/4,HSS6X6X1/4,
1890,25,,,,no,,1,NOTE: REFER PLAN NOTE #9 ON SHEET HS1.0,"NOTE:
REFER PLAN NOTE #9 ON SHEET HS1.0",
1891,25,,,,yes,RN64,3,HSS6X6X1/4,HSS6X6X1/4,
1892,25,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
1893,25,,,,yes,RN64,3,HSS6X6X1/4,HSS6X6X1/4,
1894,25,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
1895,25,,,,yes,RN166,2,REFER SHEET HS4.0 FOR CATWALK INFORMATION,"REFER SHEET HS4.0 FOR
CATWALK INFORMATION",
1896,25,,,,no,,11,SLOPE DN,SLOPE DN,
1897,25,,,,yes,RN45,3,8/8/2025 11:59,8/8/2025 11:59,
1898,25,,,,no,,1,SHEET NAME HOPPER RACK FRAMING PLAN & ELEVATIONS,"SHEET NAME
HOPPER RACK
FRAMING PLAN &
ELEVATIONS",
1899,25,,,,no,,1,"SCALE : 3/8"" = 1'-0"" 1/ HS1.0 2 HOPPER FRAMING ELEVATION","SCALE : 3/8"" = 1'-0""
1/ HS1.0
2
HOPPER FRAMING ELEVATION",
1900,25,,,,no,,1,"SCALE : 3/8"" = 1'-0"" 1/ HS1.0 3 HOPPER FRAMING ELEVATION","SCALE : 3/8"" = 1'-0""
1/ HS1.0
3
HOPPER FRAMING ELEVATION",
1901,25,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1902,25,,,,no,,1,SHEET HS2.0,"SHEET
HS2.0",
1903,26,,,,no,,1,HOPPER DESIGN CRITERIA,HOPPER DESIGN CRITERIA,
1904,26,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1905,26,,,,yes,RN23,5,-06-30 WWW.CONNECTCEC.COM,"-06-30
WWW.CONNECTCEC.COM",
1906,26,,,,yes,RN128,2,COLUMN BASE PLATE AND ANCHOR ROD NOTES:,COLUMN BASE PLATE AND ANCHOR ROD NOTES:,
1907,26,,,,yes,RN27,4,CEC CORPORATION 2026,"CEC CORPORATION
2026",
1908,26,,,,no,,1,"1. ALL BASE PLATES ARE ASTM A36, U.N.O.","1. ALL BASE PLATES ARE ASTM A36, U.N.O.",
1909,26,,,,no,,1,"2. BOTTOM OF BASE PLATE ELEVATION = 99'-3"", U.N.O.","2. BOTTOM OF BASE PLATE ELEVATION = 99'-3"", U.N.O.",
1910,26,,,,no,,1,"3. ALL ANCHOR RODS SHALL CONFORM TO ASTM F1554, GRADE 36, U.N.O.","3. ALL ANCHOR RODS SHALL CONFORM TO ASTM F1554, GRADE 36, U.N.O.",
1911,26,,,,no,,1,4. PROVIDE A NUT AND STANDARD WASHER TACK WELDED TO THE,4. PROVIDE A NUT AND STANDARD WASHER TACK WELDED TO THE,
1912,26,,,,no,,10,1,1,
1913,26,,,,no,,1,APPLICABLE BUILDING CODES IBC 2018 INTERNATIONAL BUILDING CODE ASCE 7-16 MINIMUM DESIGN LOADS FOR BUILDINGS AND OTHER...,"APPLICABLE BUILDING CODES
IBC 2018
INTERNATIONAL BUILDING CODE
ASCE 7-16
MINIMUM DESIGN LOADS FOR BUILDINGS AND OTHER STRUCTURES
AISC 303-16
CODE OF STANDARD PRACTICE FOR STEEL BUILDINGS AND BRIDGES
AISC 360-16
SPECIFICATION FOR STRUCTURAL STEEL BUILDINGS
ACI 318-14
BUILDING CODE REQUIREMENTS FOR STRUCTURAL CONCRETE",
1914,26,,,,no,,1,ANCHOR ROD AT THE EMBEDDED END AND LEVELING NUT AT THE TOP.,ANCHOR ROD AT THE EMBEDDED END AND LEVELING NUT AT THE TOP.,
1915,26,,,,no,,1,LENGTH OF ANCHOR ROD SHOWN ON THE DETAILS IS THE TOP OF PILASTER OR TOP OF FOOTING TO THE EMBEDDED WASHER. THE PROJEC...,"LENGTH OF ANCHOR ROD SHOWN ON THE DETAILS IS THE TOP OF
PILASTER OR TOP OF FOOTING TO THE EMBEDDED WASHER. THE
PROJECTION LENGTH SHALL ECOMPASS ANY GROUT BED, THE BASE
PL, NUT, WASHER, AND A THREAD RUN-OUT OF A MINIMUM OF 2 FULL
THREADS. TOTAL LENGTH SHALL BE DETERMINED BY THE
CONTRACTOR.",
1916,26,,,,no,,1,"5. PROVIDE 3/8""x2""x0'-2"" PLATE WASHERS WITH STANDARD SIZED HOLES","5. PROVIDE 3/8""x2""x0'-2"" PLATE WASHERS WITH STANDARD SIZED HOLES",
1917,26,,,,no,,15,4,4,
1918,26,,,,no,,1,2. DEAD LOAD SELF WEIGHT OF STRUCTURE ACTUAL WEIGHT OF MATERIALS ROOF COLLATERAL DEAD LOAD,"2. DEAD LOAD
SELF WEIGHT OF STRUCTURE
ACTUAL WEIGHT OF MATERIALS
ROOF COLLATERAL DEAD LOAD",
1919,26,,,,no,,1,1 PSF,1 PSF,
1920,26,,,,yes,RN108,2,3. LIVE LOAD,3. LIVE LOAD,
1921,26,,,,no,,1,"AT ALL COLUMNS.  WELD TO BASE PLATE WITH 1/4"" FILLET WELD ON 3 SIDES MINIMUM.","AT ALL COLUMNS.  WELD TO BASE PLATE WITH 1/4"" FILLET WELD ON 3
SIDES MINIMUM.",
1922,26,,,,no,,1,"STEEL COLUMN, REFER PLAN","STEEL COLUMN,
REFER PLAN",
1923,26,,,,no,,1,"1'-0"" 6""","1'-0""
6""",
1924,26,,,,yes,RN167,2,ROOF LIVE LOAD 20 PSF (NON-REDUCIBLE),"ROOF LIVE LOAD
20 PSF (NON-REDUCIBLE)",
1925,26,,,,yes,RN112,2,"4. SNOW LOAD GROUND SNOW LOAD, Pg","4. SNOW LOAD
GROUND SNOW LOAD, Pg",
1926,26,,,,yes,RN113,2,"5.0 PSF FLAT ROOF SNOW LOAD, Pf","5.0 PSF
FLAT ROOF SNOW LOAD, Pf",
1927,26,,,,yes,RN43,3,"3.8 PSF IMPORTANCE FACTOR, Is","3.8 PSF
IMPORTANCE FACTOR, Is",
1928,26,,,,yes,RN87,2,"1.0 THERMAL FACTOR, Ct","1.0
THERMAL FACTOR, Ct",
1929,26,,,,yes,RN40,3,"1.2 SNOW EXPOSURE FACTOR, Ce","1.2
SNOW EXPOSURE FACTOR, Ce",
1930,26,,,,no,,3,0.9,0.9,
1931,26,,,,no,,1,"PL1x12""x1'-0"" BASE PLATE W/ (4) 3/4""Ø ASTM F1554 ANCHOR RODS","PL1x12""x1'-0"" BASE
PLATE W/ (4) 3/4""Ø
ASTM F1554 ANCHOR
RODS",
1932,26,,,,yes,RN118,2,ADD'L #4 BARS,ADD'L #4 BARS,
1933,26,,,,no,,1,"#4x2'-0"" (8) TOTAL @ EA FTG","#4x2'-0""
(8) TOTAL @ EA FTG",
1934,26,,,,no,,8,16-Mar,16-Mar,
1935,26,,,,no,,1,"T.O. CURB 100'-0"" REFER PLAN","T.O. CURB
100'-0""
REFER PLAN",
1936,26,,,,no,,3,"1'-4""","1'-4""",
1937,26,,,,no,,1,VARIES REFER SCHEDULE,"VARIES
REFER SCHEDULE",
1938,26,,,,no,,1,"5. WIND LOAD RISK CATEGORY II BASIC WIND SPEED, V 106 MPH EXPOSURE CATEGORY C WIND DIRECTIONALITY FACTOR, Kd","5. WIND LOAD
RISK CATEGORY
II
BASIC WIND SPEED, V
106 MPH
EXPOSURE CATEGORY
C
WIND DIRECTIONALITY FACTOR, Kd",
1939,26,,,,yes,RN37,3,"0.85 TOPOGRAPHIC FACTOR, Kzt","0.85
TOPOGRAPHIC FACTOR, Kzt",
1940,26,,,,yes,RN86,2,"1.0 INTERNAL PRESSURE COEFFICIENT, GCpi","1.0
INTERNAL PRESSURE COEFFICIENT, GCpi",
1941,26,,,,no,,1,0.00 (OPEN STRUCTURE),0.00 (OPEN STRUCTURE),
1942,26,,,,no,,1,"T.O. FOOTING 99'-1""","T.O. FOOTING
99'-1""",
1943,26,,,,no,,13,"1'-0""","1'-0""",
1944,26,,,,no,,1,"3"" CLR TYP","3"" CLR TYP",
1945,26,,,,yes,RN15,10,8/8/2025,8/8/2025,
1946,26,,,,yes,RN165,2,REFER SCHEDULE,REFER SCHEDULE,
1947,26,,,,no,,6,"2'-0""","2'-0""",
1948,26,,,,no,,1,"6. SEISMIC LOAD LATITUDE AND LONGITUDE 33.989464°N, -96.340808°W Ss","6. SEISMIC LOAD
LATITUDE AND LONGITUDE
33.989464°N, -96.340808°W
Ss",
1949,26,,,,yes,RN35,3,0.198 g S1,"0.198 g
S1",
1950,26,,,,yes,RN33,3,0.072 g Sds,"0.072 g
Sds",
1951,26,,,,yes,RN36,3,0.211 g Sd1,"0.211 g
Sd1",
1952,26,,,,yes,RN34,3,"0.115 g IMPORTANCE FACTOR, Ie","0.115 g
IMPORTANCE FACTOR, Ie",
1953,26,,,,no,,1,1.0 SITE CLASSIFICATION D (ASSUMED) SEISMIC DESIGN CATEGORY B ANALYSIS PROCEDURE EQUIVALENT LATERAL FORCE BASIC SEISM...,"1.0
SITE CLASSIFICATION
D (ASSUMED)
SEISMIC DESIGN CATEGORY
B
ANALYSIS PROCEDURE
EQUIVALENT LATERAL FORCE
BASIC SEISMIC FORCE RESISTING SYSTEM
STEEL SYSTEMS NOT SPECIFICALLY
DETAILED FOR SEISMIC RESISTANCE,
EXCULDING CANTILEVER COLUMN
SYSTEMS
RESPONSE MODIFICATION COEFFICIENT, R",
1954,26,,,,no,,1,"3.0 SYSTEM OVER STRENGTH FACTOR, Ωo","3.0
SYSTEM OVER STRENGTH FACTOR, Ωo",
1955,26,,,,no,,1,"3.0 DEFLECTION AMPLIFICATION, Cd","3.0
DEFLECTION AMPLIFICATION, Cd",
1956,26,,,,no,,1,"3.0 SEISMIC RESPONSE COEFFICIENT, Cs","3.0
SEISMIC RESPONSE COEFFICIENT, Cs",
1957,26,,,,yes,RN79,2,0.070 DESIGN BASE SHEAR,"0.070
DESIGN BASE SHEAR",
1958,26,,,,no,,1,3.0 KIPS,3.0 KIPS,
1959,26,,,,no,,18,NO.,NO.,
1960,26,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1961,26,,,,yes,RN165,2,REFER SCHEDULE,REFER SCHEDULE,
1962,26,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1963,26,,,,no,,1,"SCALE : 1"" = 1'-0"" 1/ HS1.0 1 TYPICAL SPREAD FOOTING DETAIL","SCALE : 1"" = 1'-0""
1/ HS1.0
1
TYPICAL SPREAD FOOTING DETAIL",
1964,26,,,,no,,1,"SCALE : 1"" = 1'-0"" 1/ HS1.0 2 PERIMETER FOUNDATION DETAIL","SCALE : 1"" = 1'-0""
1/ HS1.0
2
PERIMETER FOUNDATION DETAIL",
1965,26,,,,no,,1,7. FOUNDATION DESIGN THE FOUNDATION ELEMENTS OF THE BUILDING HAVE BEEN DESIGNED BASED ON THE RECOMMENDATIONS CONTAINE...,"7. FOUNDATION DESIGN
THE FOUNDATION ELEMENTS OF THE BUILDING HAVE BEEN DESIGNED BASED ON THE
RECOMMENDATIONS CONTAINED IN THE GEOTECHNICAL REPORT PREPARED FOR THE
SITE.",
1966,26,,,,no,,1,GEOTECHNICAL ENGINEER TBD REPORT NUMBER TBD REPORT DATE TBD SHALLOW FOUNDATIONS ALLOWABLE BEARING PRESSURE TBD APPROV...,"GEOTECHNICAL ENGINEER
TBD
REPORT NUMBER
TBD
REPORT DATE
TBD
SHALLOW FOUNDATIONS
ALLOWABLE BEARING PRESSURE
TBD
APPROVED BEARING MATERIAL
TBD",
1967,26,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1968,26,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1969,26,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
1970,26,,,,yes,RN51,3,CLS AH CLS,"CLS
AH
CLS",
1971,26,,,,no,,1,CONCRETE SLAB-ON-GRADE REFER PLAN,"CONCRETE SLAB-ON-GRADE
REFER PLAN",
1972,26,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1973,26,,,,no,,19,SCALE:,SCALE:,
1974,26,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1975,26,,,,no,,3,"1'-4""","1'-4""",
1976,26,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1977,26,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
1978,26,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
1979,26,,,,yes,RN118,2,ADD'L #4 BARS,ADD'L #4 BARS,
1980,26,,,,no,,1,"2'-0"" #4 @ 12"" O.C.","2'-0""
#4 @ 12"" O.C.",
1981,26,,,,no,,1,"SCALE : 1"" = 1'-0"" 1/ HS1.0 3 THICKENED SLAB DETAIL","SCALE : 1"" = 1'-0""
1/ HS1.0
3
THICKENED SLAB DETAIL",
1982,26,,,,yes,RN45,3,8/8/2025 11:59,8/8/2025 11:59,
1983,26,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1984,26,,,,no,,1,HOPPER RACK DESIGN CRITERIA & FOUNDATION DETAILS,"HOPPER RACK
DESIGN CRITERIA &
FOUNDATION
DETAILS",
1985,26,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1986,26,,,,no,,1,SHEET HS3.0,"SHEET
HS3.0",
1987,27,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1988,27,,,,yes,RN20,7,-06-30 WWW.CONNECTCEC.COM CEC CORPORATION 2026,"-06-30
WWW.CONNECTCEC.COM
CEC CORPORATION
2026",
1989,27,,,,no,,1,"17'-6 1/2""","17'-6 1/2""",
1990,27,,,,no,,1,"1 1/2"" 8'-7 11/16"" 8'-7 13/16""","1 1/2""
8'-7 11/16""
8'-7 13/16""",
